CostoDespachoId,Comuna,Valor,Pmin,Pmax,Nombre Comuna,numberID
10883,1445,159,201,400,SAN FELIPE (RM Región Metropolitana de Santiago),1544
10884,1445,141,401,600,SAN FELIPE (RM Región Metropolitana de Santiago),1544
10885,1445,120,601,1000,SAN FELIPE (RM Región Metropolitana de Santiago),1544
10886,1445,95,1001,2000,SAN FELIPE (RM Región Metropolitana de Santiago),1544
10887,1445,73,2001,3500,SAN FELIPE (RM Región Metropolitana de Santiago),1544
10888,1445,64,3501,5000,SAN FELIPE (RM Región Metropolitana de Santiago),1544
10889,1445,58,5001,10000,SAN FELIPE (RM Región Metropolitana de Santiago),1544
10890,1445,54,10001,18000,SAN FELIPE (RM Región Metropolitana de Santiago),1544
10891,1446,3019,0,3,SAN MANUEL (RM Región Metropolitana de Santiago),1545
10892,1446,696,"3,1",6,SAN MANUEL (RM Región Metropolitana de Santiago),1545
10893,1446,571,"6,1",10,SAN MANUEL (RM Región Metropolitana de Santiago),1545
10894,1446,478,"10,1",20,SAN MANUEL (RM Región Metropolitana de Santiago),1545
10895,1446,322,21,50,SAN MANUEL (RM Región Metropolitana de Santiago),1545
10896,1446,250,51,100,SAN MANUEL (RM Región Metropolitana de Santiago),1545
10897,1446,194,101,200,SAN MANUEL (RM Región Metropolitana de Santiago),1545
10898,1446,159,201,400,SAN MANUEL (RM Región Metropolitana de Santiago),1545
10899,1446,141,401,600,SAN MANUEL (RM Región Metropolitana de Santiago),1545
10900,1446,120,601,1000,SAN MANUEL (RM Región Metropolitana de Santiago),1545
10901,1446,95,1001,2000,SAN MANUEL (RM Región Metropolitana de Santiago),1545
10902,1446,73,2001,3500,SAN MANUEL (RM Región Metropolitana de Santiago),1545
10903,1446,64,3501,5000,SAN MANUEL (RM Región Metropolitana de Santiago),1545
10904,1446,58,5001,10000,SAN MANUEL (RM Región Metropolitana de Santiago),1545
10905,1446,54,10001,18000,SAN MANUEL (RM Región Metropolitana de Santiago),1545
10906,1447,3019,0,3,SANTA INES (RM Región Metropolitana de Santiago),1546
10907,1447,696,"3,1",6,SANTA INES (RM Región Metropolitana de Santiago),1546
10908,1447,571,"6,1",10,SANTA INES (RM Región Metropolitana de Santiago),1546
10909,1447,478,"10,1",20,SANTA INES (RM Región Metropolitana de Santiago),1546
10910,1447,322,21,50,SANTA INES (RM Región Metropolitana de Santiago),1546
10911,1447,250,51,100,SANTA INES (RM Región Metropolitana de Santiago),1546
10912,1447,194,101,200,SANTA INES (RM Región Metropolitana de Santiago),1546
10913,1447,159,201,400,SANTA INES (RM Región Metropolitana de Santiago),1546
10914,1447,141,401,600,SANTA INES (RM Región Metropolitana de Santiago),1546
10915,1447,120,601,1000,SANTA INES (RM Región Metropolitana de Santiago),1546
10916,1447,95,1001,2000,SANTA INES (RM Región Metropolitana de Santiago),1546
10917,1447,73,2001,3500,SANTA INES (RM Región Metropolitana de Santiago),1546
10918,1447,64,3501,5000,SANTA INES (RM Región Metropolitana de Santiago),1546
10919,1447,58,5001,10000,SANTA INES (RM Región Metropolitana de Santiago),1546
10920,1447,54,10001,18000,SANTA INES (RM Región Metropolitana de Santiago),1546
10921,1448,3019,0,3,SANTA MARIA (RM Región Metropolitana de Santiago),1547
10922,1448,696,"3,1",6,SANTA MARIA (RM Región Metropolitana de Santiago),1547
10923,1448,571,"6,1",10,SANTA MARIA (RM Región Metropolitana de Santiago),1547
10924,1448,478,"10,1",20,SANTA MARIA (RM Región Metropolitana de Santiago),1547
10925,1448,322,21,50,SANTA MARIA (RM Región Metropolitana de Santiago),1547
10926,1448,250,51,100,SANTA MARIA (RM Región Metropolitana de Santiago),1547
10927,1448,194,101,200,SANTA MARIA (RM Región Metropolitana de Santiago),1547
10928,1448,159,201,400,SANTA MARIA (RM Región Metropolitana de Santiago),1547
10929,1448,141,401,600,SANTA MARIA (RM Región Metropolitana de Santiago),1547
10930,1448,120,601,1000,SANTA MARIA (RM Región Metropolitana de Santiago),1547
10931,1448,95,1001,2000,SANTA MARIA (RM Región Metropolitana de Santiago),1547
10932,1448,73,2001,3500,SANTA MARIA (RM Región Metropolitana de Santiago),1547
10933,1448,64,3501,5000,SANTA MARIA (RM Región Metropolitana de Santiago),1547
10934,1448,58,5001,10000,SANTA MARIA (RM Región Metropolitana de Santiago),1547
10935,1448,54,10001,18000,SANTA MARIA (RM Región Metropolitana de Santiago),1547
10936,1449,3019,0,3,SANTA MARTA (RM Región Metropolitana de Santiago),1548
10937,1449,696,"3,1",6,SANTA MARTA (RM Región Metropolitana de Santiago),1548
10938,1449,571,"6,1",10,SANTA MARTA (RM Región Metropolitana de Santiago),1548
10939,1449,478,"10,1",20,SANTA MARTA (RM Región Metropolitana de Santiago),1548
10940,1449,322,21,50,SANTA MARTA (RM Región Metropolitana de Santiago),1548
10941,1449,250,51,100,SANTA MARTA (RM Región Metropolitana de Santiago),1548
10942,1449,194,101,200,SANTA MARTA (RM Región Metropolitana de Santiago),1548
10943,1449,159,201,400,SANTA MARTA (RM Región Metropolitana de Santiago),1548
10944,1449,141,401,600,SANTA MARTA (RM Región Metropolitana de Santiago),1548
10945,1449,120,601,1000,SANTA MARTA (RM Región Metropolitana de Santiago),1548
10946,1449,95,1001,2000,SANTA MARTA (RM Región Metropolitana de Santiago),1548
10947,1449,73,2001,3500,SANTA MARTA (RM Región Metropolitana de Santiago),1548
10948,1449,64,3501,5000,SANTA MARTA (RM Región Metropolitana de Santiago),1548
10949,1449,58,5001,10000,SANTA MARTA (RM Región Metropolitana de Santiago),1548
10950,1449,54,10001,18000,SANTA MARTA (RM Región Metropolitana de Santiago),1548
10951,1450,3019,0,3,TALAGANTE (RM Región Metropolitana de Santiago),1549
10952,1450,696,"3,1",6,TALAGANTE (RM Región Metropolitana de Santiago),1549
10953,1450,571,"6,1",10,TALAGANTE (RM Región Metropolitana de Santiago),1549
10954,1450,478,"10,1",20,TALAGANTE (RM Región Metropolitana de Santiago),1549
10955,1450,322,21,50,TALAGANTE (RM Región Metropolitana de Santiago),1549
10956,1450,250,51,100,TALAGANTE (RM Región Metropolitana de Santiago),1549
10957,1450,194,101,200,TALAGANTE (RM Región Metropolitana de Santiago),1549
10958,1450,159,201,400,TALAGANTE (RM Región Metropolitana de Santiago),1549
10959,1450,141,401,600,TALAGANTE (RM Región Metropolitana de Santiago),1549
10960,1450,120,601,1000,TALAGANTE (RM Región Metropolitana de Santiago),1549
10961,1450,95,1001,2000,TALAGANTE (RM Región Metropolitana de Santiago),1549
10962,1450,73,2001,3500,TALAGANTE (RM Región Metropolitana de Santiago),1549
10963,1450,64,3501,5000,TALAGANTE (RM Región Metropolitana de Santiago),1549
10964,1450,58,5001,10000,TALAGANTE (RM Región Metropolitana de Santiago),1549
10965,1450,54,10001,18000,TALAGANTE (RM Región Metropolitana de Santiago),1549
10966,1451,3019,0,3,TERMAS DE JAHUEL (RM Región Metropolitana de Santiago),1550
10967,1451,696,"3,1",6,TERMAS DE JAHUEL (RM Región Metropolitana de Santiago),1550
10968,1451,571,"6,1",10,TERMAS DE JAHUEL (RM Región Metropolitana de Santiago),1550
10969,1451,478,"10,1",20,TERMAS DE JAHUEL (RM Región Metropolitana de Santiago),1550
10970,1451,322,21,50,TERMAS DE JAHUEL (RM Región Metropolitana de Santiago),1550
10971,1451,250,51,100,TERMAS DE JAHUEL (RM Región Metropolitana de Santiago),1550
10972,1451,194,101,200,TERMAS DE JAHUEL (RM Región Metropolitana de Santiago),1550
10973,1451,159,201,400,TERMAS DE JAHUEL (RM Región Metropolitana de Santiago),1550
10974,1451,141,401,600,TERMAS DE JAHUEL (RM Región Metropolitana de Santiago),1550
10975,1451,120,601,1000,TERMAS DE JAHUEL (RM Región Metropolitana de Santiago),1550
10976,1451,95,1001,2000,TERMAS DE JAHUEL (RM Región Metropolitana de Santiago),1550
10977,1451,73,2001,3500,TERMAS DE JAHUEL (RM Región Metropolitana de Santiago),1550
10978,1451,64,3501,5000,TERMAS DE JAHUEL (RM Región Metropolitana de Santiago),1550
10979,1451,58,5001,10000,TERMAS DE JAHUEL (RM Región Metropolitana de Santiago),1550
10980,1451,54,10001,18000,TERMAS DE JAHUEL (RM Región Metropolitana de Santiago),1550
10981,1452,3019,0,3,TIL TIL (RM Región Metropolitana de Santiago),1551
10982,1452,696,"3,1",6,TIL TIL (RM Región Metropolitana de Santiago),1551
10983,1452,571,"6,1",10,TIL TIL (RM Región Metropolitana de Santiago),1551
10984,1452,478,"10,1",20,TIL TIL (RM Región Metropolitana de Santiago),1551
10985,1452,322,21,50,TIL TIL (RM Región Metropolitana de Santiago),1551
10986,1452,250,51,100,TIL TIL (RM Región Metropolitana de Santiago),1551
10987,1452,194,101,200,TIL TIL (RM Región Metropolitana de Santiago),1551
10988,1452,159,201,400,TIL TIL (RM Región Metropolitana de Santiago),1551
10989,1452,141,401,600,TIL TIL (RM Región Metropolitana de Santiago),1551
10990,1452,120,601,1000,TIL TIL (RM Región Metropolitana de Santiago),1551
10991,1452,95,1001,2000,TIL TIL (RM Región Metropolitana de Santiago),1551
10992,1452,73,2001,3500,TIL TIL (RM Región Metropolitana de Santiago),1551
10993,1452,64,3501,5000,TIL TIL (RM Región Metropolitana de Santiago),1551
10994,1452,58,5001,10000,TIL TIL (RM Región Metropolitana de Santiago),1551
10995,1452,54,10001,18000,TIL TIL (RM Región Metropolitana de Santiago),1551
10996,1453,3019,0,3,VILLA ALHUE (RM Región Metropolitana de Santiago),1552
10997,1453,696,"3,1",6,VILLA ALHUE (RM Región Metropolitana de Santiago),1552
10998,1453,571,"6,1",10,VILLA ALHUE (RM Región Metropolitana de Santiago),1552
10999,1453,478,"10,1",20,VILLA ALHUE (RM Región Metropolitana de Santiago),1552
11000,1453,322,21,50,VILLA ALHUE (RM Región Metropolitana de Santiago),1552
11001,1453,250,51,100,VILLA ALHUE (RM Región Metropolitana de Santiago),1552
11002,1453,194,101,200,VILLA ALHUE (RM Región Metropolitana de Santiago),1552
11003,1453,159,201,400,VILLA ALHUE (RM Región Metropolitana de Santiago),1552
11004,1453,141,401,600,VILLA ALHUE (RM Región Metropolitana de Santiago),1552
11005,1453,120,601,1000,VILLA ALHUE (RM Región Metropolitana de Santiago),1552
11006,1453,95,1001,2000,VILLA ALHUE (RM Región Metropolitana de Santiago),1552
11007,1453,73,2001,3500,VILLA ALHUE (RM Región Metropolitana de Santiago),1552
11008,1453,64,3501,5000,VILLA ALHUE (RM Región Metropolitana de Santiago),1552
11009,1453,58,5001,10000,VILLA ALHUE (RM Región Metropolitana de Santiago),1552
11010,1453,54,10001,18000,VILLA ALHUE (RM Región Metropolitana de Santiago),1552
11011,1454,4109,0,3,ALHUE (RM Región Metropolitana de Santiago),1553
11012,1454,966,"3,1",6,ALHUE (RM Región Metropolitana de Santiago),1553
11013,1454,773,"6,1",10,ALHUE (RM Región Metropolitana de Santiago),1553
11014,1454,654,"10,1",20,ALHUE (RM Región Metropolitana de Santiago),1553
11015,1454,428,21,50,ALHUE (RM Región Metropolitana de Santiago),1553
11016,1454,334,51,100,ALHUE (RM Región Metropolitana de Santiago),1553
11017,1454,260,101,200,ALHUE (RM Región Metropolitana de Santiago),1553
11018,1454,202,201,400,ALHUE (RM Región Metropolitana de Santiago),1553
11019,1454,181,401,600,ALHUE (RM Región Metropolitana de Santiago),1553
11020,1454,152,601,1000,ALHUE (RM Región Metropolitana de Santiago),1553
11021,1454,127,1001,2000,ALHUE (RM Región Metropolitana de Santiago),1553
11022,1454,95,2001,3500,ALHUE (RM Región Metropolitana de Santiago),1553
11023,1454,83,3501,5000,ALHUE (RM Región Metropolitana de Santiago),1553
11024,1454,59,5001,10000,ALHUE (RM Región Metropolitana de Santiago),1553
11025,1454,48,10001,18000,ALHUE (RM Región Metropolitana de Santiago),1553
11026,1455,4109,0,3,CHACAY (RM Región Metropolitana de Santiago),1554
11027,1455,966,"3,1",6,CHACAY (RM Región Metropolitana de Santiago),1554
11028,1455,773,"6,1",10,CHACAY (RM Región Metropolitana de Santiago),1554
11029,1455,654,"10,1",20,CHACAY (RM Región Metropolitana de Santiago),1554
11030,1455,428,21,50,CHACAY (RM Región Metropolitana de Santiago),1554
11031,1455,334,51,100,CHACAY (RM Región Metropolitana de Santiago),1554
11032,1455,260,101,200,CHACAY (RM Región Metropolitana de Santiago),1554
11033,1455,202,201,400,CHACAY (RM Región Metropolitana de Santiago),1554
11034,1455,181,401,600,CHACAY (RM Región Metropolitana de Santiago),1554
11035,1455,152,601,1000,CHACAY (RM Región Metropolitana de Santiago),1554
11036,1455,127,1001,2000,CHACAY (RM Región Metropolitana de Santiago),1554
11037,1455,95,2001,3500,CHACAY (RM Región Metropolitana de Santiago),1554
11038,1455,83,3501,5000,CHACAY (RM Región Metropolitana de Santiago),1554
11039,1455,59,5001,10000,CHACAY (RM Región Metropolitana de Santiago),1554
11040,1455,48,10001,18000,CHACAY (RM Región Metropolitana de Santiago),1554
11041,1456,4109,0,3,EL MANZANILLO (RM Región Metropolitana de Santiago),1555
11042,1456,966,"3,1",6,EL MANZANILLO (RM Región Metropolitana de Santiago),1555
11043,1456,773,"6,1",10,EL MANZANILLO (RM Región Metropolitana de Santiago),1555
11044,1456,654,"10,1",20,EL MANZANILLO (RM Región Metropolitana de Santiago),1555
11045,1456,428,21,50,EL MANZANILLO (RM Región Metropolitana de Santiago),1555
11046,1456,334,51,100,EL MANZANILLO (RM Región Metropolitana de Santiago),1555
11047,1456,260,101,200,EL MANZANILLO (RM Región Metropolitana de Santiago),1555
11048,1456,202,201,400,EL MANZANILLO (RM Región Metropolitana de Santiago),1555
11049,1456,181,401,600,EL MANZANILLO (RM Región Metropolitana de Santiago),1555
11050,1456,152,601,1000,EL MANZANILLO (RM Región Metropolitana de Santiago),1555
11051,1456,127,1001,2000,EL MANZANILLO (RM Región Metropolitana de Santiago),1555
11052,1456,95,2001,3500,EL MANZANILLO (RM Región Metropolitana de Santiago),1555
11053,1456,83,3501,5000,EL MANZANILLO (RM Región Metropolitana de Santiago),1555
11054,1456,59,5001,10000,EL MANZANILLO (RM Región Metropolitana de Santiago),1555
11055,1456,48,10001,18000,EL MANZANILLO (RM Región Metropolitana de Santiago),1555
11056,1457,4109,0,3,EL VOLCAN (RM Región Metropolitana de Santiago),1556
11057,1457,966,"3,1",6,EL VOLCAN (RM Región Metropolitana de Santiago),1556
11058,1457,773,"6,1",10,EL VOLCAN (RM Región Metropolitana de Santiago),1556
11059,1457,654,"10,1",20,EL VOLCAN (RM Región Metropolitana de Santiago),1556
11060,1457,428,21,50,EL VOLCAN (RM Región Metropolitana de Santiago),1556
11061,1457,334,51,100,EL VOLCAN (RM Región Metropolitana de Santiago),1556
11062,1457,260,101,200,EL VOLCAN (RM Región Metropolitana de Santiago),1556
11063,1457,202,201,400,EL VOLCAN (RM Región Metropolitana de Santiago),1556
11064,1457,181,401,600,EL VOLCAN (RM Región Metropolitana de Santiago),1556
11065,1457,152,601,1000,EL VOLCAN (RM Región Metropolitana de Santiago),1556
11066,1457,127,1001,2000,EL VOLCAN (RM Región Metropolitana de Santiago),1556
11067,1457,95,2001,3500,EL VOLCAN (RM Región Metropolitana de Santiago),1556
11068,1457,83,3501,5000,EL VOLCAN (RM Región Metropolitana de Santiago),1556
11069,1457,59,5001,10000,EL VOLCAN (RM Región Metropolitana de Santiago),1556
11070,1457,48,10001,18000,EL VOLCAN (RM Región Metropolitana de Santiago),1556
11071,1458,4109,0,3,FARELLONES (RM Región Metropolitana de Santiago),1557
11072,1458,966,"3,1",6,FARELLONES (RM Región Metropolitana de Santiago),1557
11073,1458,773,"6,1",10,FARELLONES (RM Región Metropolitana de Santiago),1557
11074,1458,654,"10,1",20,FARELLONES (RM Región Metropolitana de Santiago),1557
11075,1458,428,21,50,FARELLONES (RM Región Metropolitana de Santiago),1557
11076,1458,334,51,100,FARELLONES (RM Región Metropolitana de Santiago),1557
11077,1458,260,101,200,FARELLONES (RM Región Metropolitana de Santiago),1557
11078,1458,202,201,400,FARELLONES (RM Región Metropolitana de Santiago),1557
11079,1458,181,401,600,FARELLONES (RM Región Metropolitana de Santiago),1557
11080,1458,152,601,1000,FARELLONES (RM Región Metropolitana de Santiago),1557
11081,1458,127,1001,2000,FARELLONES (RM Región Metropolitana de Santiago),1557
11082,1458,95,2001,3500,FARELLONES (RM Región Metropolitana de Santiago),1557
11083,1458,83,3501,5000,FARELLONES (RM Región Metropolitana de Santiago),1557
11084,1458,59,5001,10000,FARELLONES (RM Región Metropolitana de Santiago),1557
11085,1458,48,10001,18000,FARELLONES (RM Región Metropolitana de Santiago),1557
11086,1459,4109,0,3,GUAYACAN (RM Región Metropolitana de Santiago),1558
11087,1459,966,"3,1",6,GUAYACAN (RM Región Metropolitana de Santiago),1558
11088,1459,773,"6,1",10,GUAYACAN (RM Región Metropolitana de Santiago),1558
11089,1459,654,"10,1",20,GUAYACAN (RM Región Metropolitana de Santiago),1558
11090,1459,428,21,50,GUAYACAN (RM Región Metropolitana de Santiago),1558
11091,1459,334,51,100,GUAYACAN (RM Región Metropolitana de Santiago),1558
11092,1459,260,101,200,GUAYACAN (RM Región Metropolitana de Santiago),1558
11093,1459,202,201,400,GUAYACAN (RM Región Metropolitana de Santiago),1558
11094,1459,181,401,600,GUAYACAN (RM Región Metropolitana de Santiago),1558
11095,1459,152,601,1000,GUAYACAN (RM Región Metropolitana de Santiago),1558
11096,1459,127,1001,2000,GUAYACAN (RM Región Metropolitana de Santiago),1558
11097,1459,95,2001,3500,GUAYACAN (RM Región Metropolitana de Santiago),1558
11098,1459,83,3501,5000,GUAYACAN (RM Región Metropolitana de Santiago),1558
11099,1459,59,5001,10000,GUAYACAN (RM Región Metropolitana de Santiago),1558
11100,1459,48,10001,18000,GUAYACAN (RM Región Metropolitana de Santiago),1558
11101,1460,4109,0,3,JUNCAL (RM Región Metropolitana de Santiago),1559
11102,1460,966,"3,1",6,JUNCAL (RM Región Metropolitana de Santiago),1559
11103,1460,773,"6,1",10,JUNCAL (RM Región Metropolitana de Santiago),1559
11104,1460,654,"10,1",20,JUNCAL (RM Región Metropolitana de Santiago),1559
11105,1460,428,21,50,JUNCAL (RM Región Metropolitana de Santiago),1559
11106,1460,334,51,100,JUNCAL (RM Región Metropolitana de Santiago),1559
11107,1460,260,101,200,JUNCAL (RM Región Metropolitana de Santiago),1559
11108,1460,202,201,400,JUNCAL (RM Región Metropolitana de Santiago),1559
11109,1460,181,401,600,JUNCAL (RM Región Metropolitana de Santiago),1559
11110,1460,152,601,1000,JUNCAL (RM Región Metropolitana de Santiago),1559
11111,1460,127,1001,2000,JUNCAL (RM Región Metropolitana de Santiago),1559
11112,1460,95,2001,3500,JUNCAL (RM Región Metropolitana de Santiago),1559
11113,1460,83,3501,5000,JUNCAL (RM Región Metropolitana de Santiago),1559
11114,1460,59,5001,10000,JUNCAL (RM Región Metropolitana de Santiago),1559
11115,1460,48,10001,18000,JUNCAL (RM Región Metropolitana de Santiago),1559
11116,1461,4109,0,3,LAS MELOSAS (RM Región Metropolitana de Santiago),1560
11117,1461,966,"3,1",6,LAS MELOSAS (RM Región Metropolitana de Santiago),1560
11118,1461,773,"6,1",10,LAS MELOSAS (RM Región Metropolitana de Santiago),1560
11119,1461,654,"10,1",20,LAS MELOSAS (RM Región Metropolitana de Santiago),1560
11120,1461,428,21,50,LAS MELOSAS (RM Región Metropolitana de Santiago),1560
11121,1461,334,51,100,LAS MELOSAS (RM Región Metropolitana de Santiago),1560
11122,1461,260,101,200,LAS MELOSAS (RM Región Metropolitana de Santiago),1560
11123,1461,202,201,400,LAS MELOSAS (RM Región Metropolitana de Santiago),1560
11124,1461,181,401,600,LAS MELOSAS (RM Región Metropolitana de Santiago),1560
11125,1461,152,601,1000,LAS MELOSAS (RM Región Metropolitana de Santiago),1560
11126,1461,127,1001,2000,LAS MELOSAS (RM Región Metropolitana de Santiago),1560
11127,1461,95,2001,3500,LAS MELOSAS (RM Región Metropolitana de Santiago),1560
11128,1461,83,3501,5000,LAS MELOSAS (RM Región Metropolitana de Santiago),1560
11129,1461,59,5001,10000,LAS MELOSAS (RM Región Metropolitana de Santiago),1560
11130,1461,48,10001,18000,LAS MELOSAS (RM Región Metropolitana de Santiago),1560
11131,1462,4109,0,3,LO VALDES (RM Región Metropolitana de Santiago),1561
11132,1462,966,"3,1",6,LO VALDES (RM Región Metropolitana de Santiago),1561
11133,1462,773,"6,1",10,LO VALDES (RM Región Metropolitana de Santiago),1561
11134,1462,654,"10,1",20,LO VALDES (RM Región Metropolitana de Santiago),1561
11135,1462,428,21,50,LO VALDES (RM Región Metropolitana de Santiago),1561
11136,1462,334,51,100,LO VALDES (RM Región Metropolitana de Santiago),1561
11137,1462,260,101,200,LO VALDES (RM Región Metropolitana de Santiago),1561
11138,1462,202,201,400,LO VALDES (RM Región Metropolitana de Santiago),1561
11139,1462,181,401,600,LO VALDES (RM Región Metropolitana de Santiago),1561
11140,1462,152,601,1000,LO VALDES (RM Región Metropolitana de Santiago),1561
11141,1462,127,1001,2000,LO VALDES (RM Región Metropolitana de Santiago),1561
11142,1462,95,2001,3500,LO VALDES (RM Región Metropolitana de Santiago),1561
11143,1462,83,3501,5000,LO VALDES (RM Región Metropolitana de Santiago),1561
11144,1462,59,5001,10000,LO VALDES (RM Región Metropolitana de Santiago),1561
11145,1462,48,10001,18000,LO VALDES (RM Región Metropolitana de Santiago),1561
11146,1463,4109,0,3,LONCHA (RM Región Metropolitana de Santiago),1562
11147,1463,966,"3,1",6,LONCHA (RM Región Metropolitana de Santiago),1562
11148,1463,773,"6,1",10,LONCHA (RM Región Metropolitana de Santiago),1562
11149,1463,654,"10,1",20,LONCHA (RM Región Metropolitana de Santiago),1562
11150,1463,428,21,50,LONCHA (RM Región Metropolitana de Santiago),1562
11151,1463,334,51,100,LONCHA (RM Región Metropolitana de Santiago),1562
11152,1463,260,101,200,LONCHA (RM Región Metropolitana de Santiago),1562
11153,1463,202,201,400,LONCHA (RM Región Metropolitana de Santiago),1562
11154,1463,181,401,600,LONCHA (RM Región Metropolitana de Santiago),1562
11155,1463,152,601,1000,LONCHA (RM Región Metropolitana de Santiago),1562
11156,1463,127,1001,2000,LONCHA (RM Región Metropolitana de Santiago),1562
11157,1463,95,2001,3500,LONCHA (RM Región Metropolitana de Santiago),1562
11158,1463,83,3501,5000,LONCHA (RM Región Metropolitana de Santiago),1562
11159,1463,59,5001,10000,LONCHA (RM Región Metropolitana de Santiago),1562
11160,1463,48,10001,18000,LONCHA (RM Región Metropolitana de Santiago),1562
11161,1464,4109,0,3,LOS MAITENES (RM Región Metropolitana de Santiago),1563
11162,1464,966,"3,1",6,LOS MAITENES (RM Región Metropolitana de Santiago),1563
11163,1464,773,"6,1",10,LOS MAITENES (RM Región Metropolitana de Santiago),1563
11164,1464,654,"10,1",20,LOS MAITENES (RM Región Metropolitana de Santiago),1563
11165,1464,428,21,50,LOS MAITENES (RM Región Metropolitana de Santiago),1563
11166,1464,334,51,100,LOS MAITENES (RM Región Metropolitana de Santiago),1563
11167,1464,260,101,200,LOS MAITENES (RM Región Metropolitana de Santiago),1563
11168,1464,202,201,400,LOS MAITENES (RM Región Metropolitana de Santiago),1563
11169,1464,181,401,600,LOS MAITENES (RM Región Metropolitana de Santiago),1563
11170,1464,152,601,1000,LOS MAITENES (RM Región Metropolitana de Santiago),1563
11171,1464,127,1001,2000,LOS MAITENES (RM Región Metropolitana de Santiago),1563
11172,1464,95,2001,3500,LOS MAITENES (RM Región Metropolitana de Santiago),1563
11173,1464,83,3501,5000,LOS MAITENES (RM Región Metropolitana de Santiago),1563
11174,1464,59,5001,10000,LOS MAITENES (RM Región Metropolitana de Santiago),1563
11175,1464,48,10001,18000,LOS MAITENES (RM Región Metropolitana de Santiago),1563
11176,1465,4109,0,3,LOS QUELTEHUES (RM Región Metropolitana de Santiago),1564
11177,1465,966,"3,1",6,LOS QUELTEHUES (RM Región Metropolitana de Santiago),1564
11178,1465,773,"6,1",10,LOS QUELTEHUES (RM Región Metropolitana de Santiago),1564
11179,1465,654,"10,1",20,LOS QUELTEHUES (RM Región Metropolitana de Santiago),1564
11180,1465,428,21,50,LOS QUELTEHUES (RM Región Metropolitana de Santiago),1564
11181,1465,334,51,100,LOS QUELTEHUES (RM Región Metropolitana de Santiago),1564
11182,1465,260,101,200,LOS QUELTEHUES (RM Región Metropolitana de Santiago),1564
11183,1465,202,201,400,LOS QUELTEHUES (RM Región Metropolitana de Santiago),1564
11184,1465,181,401,600,LOS QUELTEHUES (RM Región Metropolitana de Santiago),1564
11185,1465,152,601,1000,LOS QUELTEHUES (RM Región Metropolitana de Santiago),1564
11186,1465,127,1001,2000,LOS QUELTEHUES (RM Región Metropolitana de Santiago),1564
11187,1465,95,2001,3500,LOS QUELTEHUES (RM Región Metropolitana de Santiago),1564
11188,1465,83,3501,5000,LOS QUELTEHUES (RM Región Metropolitana de Santiago),1564
11189,1465,59,5001,10000,LOS QUELTEHUES (RM Región Metropolitana de Santiago),1564
11190,1465,48,10001,18000,LOS QUELTEHUES (RM Región Metropolitana de Santiago),1564
11191,1466,4109,0,3,PORTILLO (RM Región Metropolitana de Santiago),1565
11192,1466,966,"3,1",6,PORTILLO (RM Región Metropolitana de Santiago),1565
11193,1466,773,"6,1",10,PORTILLO (RM Región Metropolitana de Santiago),1565
11194,1466,654,"10,1",20,PORTILLO (RM Región Metropolitana de Santiago),1565
11195,1466,428,21,50,PORTILLO (RM Región Metropolitana de Santiago),1565
11196,1466,334,51,100,PORTILLO (RM Región Metropolitana de Santiago),1565
11197,1466,260,101,200,PORTILLO (RM Región Metropolitana de Santiago),1565
11198,1466,202,201,400,PORTILLO (RM Región Metropolitana de Santiago),1565
11199,1466,181,401,600,PORTILLO (RM Región Metropolitana de Santiago),1565
11200,1466,152,601,1000,PORTILLO (RM Región Metropolitana de Santiago),1565
11201,1466,127,1001,2000,PORTILLO (RM Región Metropolitana de Santiago),1565
11202,1466,95,2001,3500,PORTILLO (RM Región Metropolitana de Santiago),1565
11203,1466,83,3501,5000,PORTILLO (RM Región Metropolitana de Santiago),1565
11204,1466,59,5001,10000,PORTILLO (RM Región Metropolitana de Santiago),1565
11205,1466,48,10001,18000,PORTILLO (RM Región Metropolitana de Santiago),1565
11206,1467,4109,0,3,RUNGUE (RM Región Metropolitana de Santiago),1566
11207,1467,966,"3,1",6,RUNGUE (RM Región Metropolitana de Santiago),1566
11208,1467,773,"6,1",10,RUNGUE (RM Región Metropolitana de Santiago),1566
11209,1467,654,"10,1",20,RUNGUE (RM Región Metropolitana de Santiago),1566
11210,1467,428,21,50,RUNGUE (RM Región Metropolitana de Santiago),1566
11211,1467,334,51,100,RUNGUE (RM Región Metropolitana de Santiago),1566
11212,1467,260,101,200,RUNGUE (RM Región Metropolitana de Santiago),1566
11213,1467,202,201,400,RUNGUE (RM Región Metropolitana de Santiago),1566
11214,1467,181,401,600,RUNGUE (RM Región Metropolitana de Santiago),1566
11215,1467,152,601,1000,RUNGUE (RM Región Metropolitana de Santiago),1566
11216,1467,127,1001,2000,RUNGUE (RM Región Metropolitana de Santiago),1566
11217,1467,95,2001,3500,RUNGUE (RM Región Metropolitana de Santiago),1566
11218,1467,83,3501,5000,RUNGUE (RM Región Metropolitana de Santiago),1566
11219,1467,59,5001,10000,RUNGUE (RM Región Metropolitana de Santiago),1566
11220,1467,48,10001,18000,RUNGUE (RM Región Metropolitana de Santiago),1566
11221,1468,4109,0,3,SAN ALFONSO (RM Región Metropolitana de Santiago),1567
11222,1468,966,"3,1",6,SAN ALFONSO (RM Región Metropolitana de Santiago),1567
11223,1468,773,"6,1",10,SAN ALFONSO (RM Región Metropolitana de Santiago),1567
11224,1468,654,"10,1",20,SAN ALFONSO (RM Región Metropolitana de Santiago),1567
