CostoDespachoId,Comuna,Valor,Pmin,Pmax,Nombre Comuna,numberID
6099,355,286,401,600,TULAHUEN (IV Región de Coquimbo),454
6100,355,254,601,1000,TULAHUEN (IV Región de Coquimbo),454
6101,355,226,1001,2000,TULAHUEN (IV Región de Coquimbo),454
6102,355,189,2001,3500,TULAHUEN (IV Región de Coquimbo),454
6103,355,175,3501,5000,TULAHUEN (IV Región de Coquimbo),454
6104,355,147,5001,10000,TULAHUEN (IV Región de Coquimbo),454
6105,355,132,10001,18000,TULAHUEN (IV Región de Coquimbo),454
6106,356,4863,0,3,VARILLAR (IV Región de Coquimbo),455
6107,356,1140,"3,1",6,VARILLAR (IV Región de Coquimbo),455
6108,356,917,"6,1",10,VARILLAR (IV Región de Coquimbo),455
6109,356,792,"10,1",20,VARILLAR (IV Región de Coquimbo),455
6110,356,521,21,50,VARILLAR (IV Región de Coquimbo),455
6111,356,418,51,100,VARILLAR (IV Región de Coquimbo),455
6112,356,358,101,200,VARILLAR (IV Región de Coquimbo),455
6113,356,311,201,400,VARILLAR (IV Región de Coquimbo),455
6114,356,286,401,600,VARILLAR (IV Región de Coquimbo),455
6115,356,254,601,1000,VARILLAR (IV Región de Coquimbo),455
6116,356,226,1001,2000,VARILLAR (IV Región de Coquimbo),455
6117,356,189,2001,3500,VARILLAR (IV Región de Coquimbo),455
6118,356,175,3501,5000,VARILLAR (IV Región de Coquimbo),455
6119,356,147,5001,10000,VARILLAR (IV Región de Coquimbo),455
6120,356,132,10001,18000,VARILLAR (IV Región de Coquimbo),455
6121,357,4863,0,3,VINITA BAJA (IV Región de Coquimbo),456
6122,357,1140,"3,1",6,VINITA BAJA (IV Región de Coquimbo),456
6123,357,917,"6,1",10,VINITA BAJA (IV Región de Coquimbo),456
6124,357,792,"10,1",20,VINITA BAJA (IV Región de Coquimbo),456
6125,357,521,21,50,VINITA BAJA (IV Región de Coquimbo),456
6126,357,418,51,100,VINITA BAJA (IV Región de Coquimbo),456
6127,357,358,101,200,VINITA BAJA (IV Región de Coquimbo),456
6128,357,311,201,400,VINITA BAJA (IV Región de Coquimbo),456
6129,357,286,401,600,VINITA BAJA (IV Región de Coquimbo),456
6130,357,254,601,1000,VINITA BAJA (IV Región de Coquimbo),456
6131,357,226,1001,2000,VINITA BAJA (IV Región de Coquimbo),456
6132,357,189,2001,3500,VINITA BAJA (IV Región de Coquimbo),456
6133,357,175,3501,5000,VINITA BAJA (IV Región de Coquimbo),456
6134,357,147,5001,10000,VINITA BAJA (IV Región de Coquimbo),456
6135,357,132,10001,18000,VINITA BAJA (IV Región de Coquimbo),456
6136,358,7129,0,3,ALCOHUAS (IV Región de Coquimbo),457
6137,358,1699,"3,1",6,ALCOHUAS (IV Región de Coquimbo),457
6138,358,1337,"6,1",10,ALCOHUAS (IV Región de Coquimbo),457
6139,358,1100,"10,1",20,ALCOHUAS (IV Región de Coquimbo),457
6140,358,706,21,50,ALCOHUAS (IV Región de Coquimbo),457
6141,358,565,51,100,ALCOHUAS (IV Región de Coquimbo),457
6142,358,482,101,200,ALCOHUAS (IV Región de Coquimbo),457
6143,358,411,201,400,ALCOHUAS (IV Región de Coquimbo),457
6144,358,375,401,600,ALCOHUAS (IV Región de Coquimbo),457
6145,358,328,601,1000,ALCOHUAS (IV Región de Coquimbo),457
6146,358,286,1001,2000,ALCOHUAS (IV Región de Coquimbo),457
6147,358,232,2001,3500,ALCOHUAS (IV Región de Coquimbo),457
6148,358,213,3501,5000,ALCOHUAS (IV Región de Coquimbo),457
6149,358,174,5001,10000,ALCOHUAS (IV Región de Coquimbo),457
6150,358,153,10001,18000,ALCOHUAS (IV Región de Coquimbo),457
6151,359,7129,0,3,ALTO BUEY (IV Región de Coquimbo),458
6152,359,1699,"3,1",6,ALTO BUEY (IV Región de Coquimbo),458
6153,359,1337,"6,1",10,ALTO BUEY (IV Región de Coquimbo),458
6154,359,1100,"10,1",20,ALTO BUEY (IV Región de Coquimbo),458
6155,359,706,21,50,ALTO BUEY (IV Región de Coquimbo),458
6156,359,565,51,100,ALTO BUEY (IV Región de Coquimbo),458
6157,359,482,101,200,ALTO BUEY (IV Región de Coquimbo),458
6158,359,411,201,400,ALTO BUEY (IV Región de Coquimbo),458
6159,359,375,401,600,ALTO BUEY (IV Región de Coquimbo),458
6160,359,328,601,1000,ALTO BUEY (IV Región de Coquimbo),458
6161,359,286,1001,2000,ALTO BUEY (IV Región de Coquimbo),458
6162,359,232,2001,3500,ALTO BUEY (IV Región de Coquimbo),458
6163,359,213,3501,5000,ALTO BUEY (IV Región de Coquimbo),458
6164,359,174,5001,10000,ALTO BUEY (IV Región de Coquimbo),458
6165,359,153,10001,18000,ALTO BUEY (IV Región de Coquimbo),458
6166,360,7129,0,3,BANOS DEL GORDITO (IV Región de Coquimbo),459
6167,360,1699,"3,1",6,BANOS DEL GORDITO (IV Región de Coquimbo),459
6168,360,1337,"6,1",10,BANOS DEL GORDITO (IV Región de Coquimbo),459
6169,360,1100,"10,1",20,BANOS DEL GORDITO (IV Región de Coquimbo),459
6170,360,706,21,50,BANOS DEL GORDITO (IV Región de Coquimbo),459
6171,360,565,51,100,BANOS DEL GORDITO (IV Región de Coquimbo),459
6172,360,482,101,200,BANOS DEL GORDITO (IV Región de Coquimbo),459
6173,360,411,201,400,BANOS DEL GORDITO (IV Región de Coquimbo),459
6174,360,375,401,600,BANOS DEL GORDITO (IV Región de Coquimbo),459
6175,360,328,601,1000,BANOS DEL GORDITO (IV Región de Coquimbo),459
6176,360,286,1001,2000,BANOS DEL GORDITO (IV Región de Coquimbo),459
6177,360,232,2001,3500,BANOS DEL GORDITO (IV Región de Coquimbo),459
6178,360,213,3501,5000,BANOS DEL GORDITO (IV Región de Coquimbo),459
6179,360,174,5001,10000,BANOS DEL GORDITO (IV Región de Coquimbo),459
6180,360,153,10001,18000,BANOS DEL GORDITO (IV Región de Coquimbo),459
6181,361,7129,0,3,BANOS DEL TORO (IV Región de Coquimbo),460
6182,361,1699,"3,1",6,BANOS DEL TORO (IV Región de Coquimbo),460
6183,361,1337,"6,1",10,BANOS DEL TORO (IV Región de Coquimbo),460
6184,361,1100,"10,1",20,BANOS DEL TORO (IV Región de Coquimbo),460
6185,361,706,21,50,BANOS DEL TORO (IV Región de Coquimbo),460
6186,361,565,51,100,BANOS DEL TORO (IV Región de Coquimbo),460
6187,361,482,101,200,BANOS DEL TORO (IV Región de Coquimbo),460
6188,361,411,201,400,BANOS DEL TORO (IV Región de Coquimbo),460
6189,361,375,401,600,BANOS DEL TORO (IV Región de Coquimbo),460
6190,361,328,601,1000,BANOS DEL TORO (IV Región de Coquimbo),460
6191,361,286,1001,2000,BANOS DEL TORO (IV Región de Coquimbo),460
6192,361,232,2001,3500,BANOS DEL TORO (IV Región de Coquimbo),460
6193,361,213,3501,5000,BANOS DEL TORO (IV Región de Coquimbo),460
6194,361,174,5001,10000,BANOS DEL TORO (IV Región de Coquimbo),460
6195,361,153,10001,18000,BANOS DEL TORO (IV Región de Coquimbo),460
6196,362,7129,0,3,BOCATOMA (IV Región de Coquimbo),461
6197,362,1699,"3,1",6,BOCATOMA (IV Región de Coquimbo),461
6198,362,1337,"6,1",10,BOCATOMA (IV Región de Coquimbo),461
6199,362,1100,"10,1",20,BOCATOMA (IV Región de Coquimbo),461
6200,362,706,21,50,BOCATOMA (IV Región de Coquimbo),461
6201,362,565,51,100,BOCATOMA (IV Región de Coquimbo),461
6202,362,482,101,200,BOCATOMA (IV Región de Coquimbo),461
6203,362,411,201,400,BOCATOMA (IV Región de Coquimbo),461
6204,362,375,401,600,BOCATOMA (IV Región de Coquimbo),461
6205,362,328,601,1000,BOCATOMA (IV Región de Coquimbo),461
6206,362,286,1001,2000,BOCATOMA (IV Región de Coquimbo),461
6207,362,232,2001,3500,BOCATOMA (IV Región de Coquimbo),461
6208,362,213,3501,5000,BOCATOMA (IV Región de Coquimbo),461
6209,362,174,5001,10000,BOCATOMA (IV Región de Coquimbo),461
6210,362,153,10001,18000,BOCATOMA (IV Región de Coquimbo),461
6211,363,7129,0,3,CALETA CHANARAL (IV Región de Coquimbo),462
6212,363,1699,"3,1",6,CALETA CHANARAL (IV Región de Coquimbo),462
6213,363,1337,"6,1",10,CALETA CHANARAL (IV Región de Coquimbo),462
6214,363,1100,"10,1",20,CALETA CHANARAL (IV Región de Coquimbo),462
6215,363,706,21,50,CALETA CHANARAL (IV Región de Coquimbo),462
6216,363,565,51,100,CALETA CHANARAL (IV Región de Coquimbo),462
6217,363,482,101,200,CALETA CHANARAL (IV Región de Coquimbo),462
6218,363,411,201,400,CALETA CHANARAL (IV Región de Coquimbo),462
6219,363,375,401,600,CALETA CHANARAL (IV Región de Coquimbo),462
6220,363,328,601,1000,CALETA CHANARAL (IV Región de Coquimbo),462
6221,363,286,1001,2000,CALETA CHANARAL (IV Región de Coquimbo),462
6222,363,232,2001,3500,CALETA CHANARAL (IV Región de Coquimbo),462
6223,363,213,3501,5000,CALETA CHANARAL (IV Región de Coquimbo),462
6224,363,174,5001,10000,CALETA CHANARAL (IV Región de Coquimbo),462
6225,363,153,10001,18000,CALETA CHANARAL (IV Región de Coquimbo),462
6226,364,7129,0,3,CALETA DEL MEDIO (IV Región de Coquimbo),463
6227,364,1699,"3,1",6,CALETA DEL MEDIO (IV Región de Coquimbo),463
6228,364,1337,"6,1",10,CALETA DEL MEDIO (IV Región de Coquimbo),463
6229,364,1100,"10,1",20,CALETA DEL MEDIO (IV Región de Coquimbo),463
6230,364,706,21,50,CALETA DEL MEDIO (IV Región de Coquimbo),463
6231,364,565,51,100,CALETA DEL MEDIO (IV Región de Coquimbo),463
6232,364,482,101,200,CALETA DEL MEDIO (IV Región de Coquimbo),463
6233,364,411,201,400,CALETA DEL MEDIO (IV Región de Coquimbo),463
6234,364,375,401,600,CALETA DEL MEDIO (IV Región de Coquimbo),463
6235,364,328,601,1000,CALETA DEL MEDIO (IV Región de Coquimbo),463
6236,364,286,1001,2000,CALETA DEL MEDIO (IV Región de Coquimbo),463
6237,364,232,2001,3500,CALETA DEL MEDIO (IV Región de Coquimbo),463
6238,364,213,3501,5000,CALETA DEL MEDIO (IV Región de Coquimbo),463
6239,364,174,5001,10000,CALETA DEL MEDIO (IV Región de Coquimbo),463
6240,364,153,10001,18000,CALETA DEL MEDIO (IV Región de Coquimbo),463
6241,365,7129,0,3,CALETA MORRITOS (IV Región de Coquimbo),464
6242,365,1699,"3,1",6,CALETA MORRITOS (IV Región de Coquimbo),464
6243,365,1337,"6,1",10,CALETA MORRITOS (IV Región de Coquimbo),464
6244,365,1100,"10,1",20,CALETA MORRITOS (IV Región de Coquimbo),464
6245,365,706,21,50,CALETA MORRITOS (IV Región de Coquimbo),464
6246,365,565,51,100,CALETA MORRITOS (IV Región de Coquimbo),464
6247,365,482,101,200,CALETA MORRITOS (IV Región de Coquimbo),464
6248,365,411,201,400,CALETA MORRITOS (IV Región de Coquimbo),464
6249,365,375,401,600,CALETA MORRITOS (IV Región de Coquimbo),464
6250,365,328,601,1000,CALETA MORRITOS (IV Región de Coquimbo),464
6251,365,286,1001,2000,CALETA MORRITOS (IV Región de Coquimbo),464
6252,365,232,2001,3500,CALETA MORRITOS (IV Región de Coquimbo),464
6253,365,213,3501,5000,CALETA MORRITOS (IV Región de Coquimbo),464
6254,365,174,5001,10000,CALETA MORRITOS (IV Región de Coquimbo),464
6255,365,153,10001,18000,CALETA MORRITOS (IV Región de Coquimbo),464
6256,366,7129,0,3,CALETA SARCO (IV Región de Coquimbo),465
6257,366,1699,"3,1",6,CALETA SARCO (IV Región de Coquimbo),465
6258,366,1337,"6,1",10,CALETA SARCO (IV Región de Coquimbo),465
6259,366,1100,"10,1",20,CALETA SARCO (IV Región de Coquimbo),465
6260,366,706,21,50,CALETA SARCO (IV Región de Coquimbo),465
6261,366,565,51,100,CALETA SARCO (IV Región de Coquimbo),465
6262,366,482,101,200,CALETA SARCO (IV Región de Coquimbo),465
6263,366,411,201,400,CALETA SARCO (IV Región de Coquimbo),465
6264,366,375,401,600,CALETA SARCO (IV Región de Coquimbo),465
6265,366,328,601,1000,CALETA SARCO (IV Región de Coquimbo),465
6266,366,286,1001,2000,CALETA SARCO (IV Región de Coquimbo),465
6267,366,232,2001,3500,CALETA SARCO (IV Región de Coquimbo),465
6268,366,213,3501,5000,CALETA SARCO (IV Región de Coquimbo),465
6269,366,174,5001,10000,CALETA SARCO (IV Región de Coquimbo),465
6270,366,153,10001,18000,CALETA SARCO (IV Región de Coquimbo),465
6271,367,7129,0,3,CARRIZAL BAJO (IV Región de Coquimbo),466
6272,367,1699,"3,1",6,CARRIZAL BAJO (IV Región de Coquimbo),466
6273,367,1337,"6,1",10,CARRIZAL BAJO (IV Región de Coquimbo),466
6274,367,1100,"10,1",20,CARRIZAL BAJO (IV Región de Coquimbo),466
6275,367,706,21,50,CARRIZAL BAJO (IV Región de Coquimbo),466
6276,367,565,51,100,CARRIZAL BAJO (IV Región de Coquimbo),466
6277,367,482,101,200,CARRIZAL BAJO (IV Región de Coquimbo),466
6278,367,411,201,400,CARRIZAL BAJO (IV Región de Coquimbo),466
6279,367,375,401,600,CARRIZAL BAJO (IV Región de Coquimbo),466
6280,367,328,601,1000,CARRIZAL BAJO (IV Región de Coquimbo),466
6281,367,286,1001,2000,CARRIZAL BAJO (IV Región de Coquimbo),466
6282,367,232,2001,3500,CARRIZAL BAJO (IV Región de Coquimbo),466
6283,367,213,3501,5000,CARRIZAL BAJO (IV Región de Coquimbo),466
6284,367,174,5001,10000,CARRIZAL BAJO (IV Región de Coquimbo),466
6285,367,153,10001,18000,CARRIZAL BAJO (IV Región de Coquimbo),466
6286,368,7129,0,3,CARRIZALILLO (IV Región de Coquimbo),467
6287,368,1699,"3,1",6,CARRIZALILLO (IV Región de Coquimbo),467
6288,368,1337,"6,1",10,CARRIZALILLO (IV Región de Coquimbo),467
6289,368,1100,"10,1",20,CARRIZALILLO (IV Región de Coquimbo),467
6290,368,706,21,50,CARRIZALILLO (IV Región de Coquimbo),467
6291,368,565,51,100,CARRIZALILLO (IV Región de Coquimbo),467
6292,368,482,101,200,CARRIZALILLO (IV Región de Coquimbo),467
6293,368,411,201,400,CARRIZALILLO (IV Región de Coquimbo),467
6294,368,375,401,600,CARRIZALILLO (IV Región de Coquimbo),467
6295,368,328,601,1000,CARRIZALILLO (IV Región de Coquimbo),467
6296,368,286,1001,2000,CARRIZALILLO (IV Región de Coquimbo),467
6297,368,232,2001,3500,CARRIZALILLO (IV Región de Coquimbo),467
6298,368,213,3501,5000,CARRIZALILLO (IV Región de Coquimbo),467
6299,368,174,5001,10000,CARRIZALILLO (IV Región de Coquimbo),467
6300,368,153,10001,18000,CARRIZALILLO (IV Región de Coquimbo),467
6301,369,7129,0,3,CHANAR (IV Región de Coquimbo),468
6302,369,1699,"3,1",6,CHANAR (IV Región de Coquimbo),468
6303,369,1337,"6,1",10,CHANAR (IV Región de Coquimbo),468
6304,369,1100,"10,1",20,CHANAR (IV Región de Coquimbo),468
6305,369,706,21,50,CHANAR (IV Región de Coquimbo),468
6306,369,565,51,100,CHANAR (IV Región de Coquimbo),468
6307,369,482,101,200,CHANAR (IV Región de Coquimbo),468
6308,369,411,201,400,CHANAR (IV Región de Coquimbo),468
6309,369,375,401,600,CHANAR (IV Región de Coquimbo),468
6310,369,328,601,1000,CHANAR (IV Región de Coquimbo),468
6311,369,286,1001,2000,CHANAR (IV Región de Coquimbo),468
6312,369,232,2001,3500,CHANAR (IV Región de Coquimbo),468
6313,369,213,3501,5000,CHANAR (IV Región de Coquimbo),468
6314,369,174,5001,10000,CHANAR (IV Región de Coquimbo),468
6315,369,153,10001,18000,CHANAR (IV Región de Coquimbo),468
6316,370,7129,0,3,CHANARAL ALTO (IV Región de Coquimbo),469
6317,370,1699,"3,1",6,CHANARAL ALTO (IV Región de Coquimbo),469
6318,370,1337,"6,1",10,CHANARAL ALTO (IV Región de Coquimbo),469
6319,370,1100,"10,1",20,CHANARAL ALTO (IV Región de Coquimbo),469
6320,370,706,21,50,CHANARAL ALTO (IV Región de Coquimbo),469
6321,370,565,51,100,CHANARAL ALTO (IV Región de Coquimbo),469
6322,370,482,101,200,CHANARAL ALTO (IV Región de Coquimbo),469
6323,370,411,201,400,CHANARAL ALTO (IV Región de Coquimbo),469
6324,370,375,401,600,CHANARAL ALTO (IV Región de Coquimbo),469
6325,370,328,601,1000,CHANARAL ALTO (IV Región de Coquimbo),469
6326,370,286,1001,2000,CHANARAL ALTO (IV Región de Coquimbo),469
6327,370,232,2001,3500,CHANARAL ALTO (IV Región de Coquimbo),469
6328,370,213,3501,5000,CHANARAL ALTO (IV Región de Coquimbo),469
6329,370,174,5001,10000,CHANARAL ALTO (IV Región de Coquimbo),469
6330,370,153,10001,18000,CHANARAL ALTO (IV Región de Coquimbo),469
6331,371,7129,0,3,CHANARCILLO (IV Región de Coquimbo),470
6332,371,1699,"3,1",6,CHANARCILLO (IV Región de Coquimbo),470
6333,371,1337,"6,1",10,CHANARCILLO (IV Región de Coquimbo),470
6334,371,1100,"10,1",20,CHANARCILLO (IV Región de Coquimbo),470
6335,371,706,21,50,CHANARCILLO (IV Región de Coquimbo),470
6336,371,565,51,100,CHANARCILLO (IV Región de Coquimbo),470
6337,371,482,101,200,CHANARCILLO (IV Región de Coquimbo),470
6338,371,411,201,400,CHANARCILLO (IV Región de Coquimbo),470
6339,371,375,401,600,CHANARCILLO (IV Región de Coquimbo),470
6340,371,328,601,1000,CHANARCILLO (IV Región de Coquimbo),470
6341,371,286,1001,2000,CHANARCILLO (IV Región de Coquimbo),470
6342,371,232,2001,3500,CHANARCILLO (IV Región de Coquimbo),470
6343,371,213,3501,5000,CHANARCILLO (IV Región de Coquimbo),470
6344,371,174,5001,10000,CHANARCILLO (IV Región de Coquimbo),470
6345,371,153,10001,18000,CHANARCILLO (IV Región de Coquimbo),470
6346,372,7129,0,3,CHINEO (IV Región de Coquimbo),471
6347,372,1699,"3,1",6,CHINEO (IV Región de Coquimbo),471
6348,372,1337,"6,1",10,CHINEO (IV Región de Coquimbo),471
6349,372,1100,"10,1",20,CHINEO (IV Región de Coquimbo),471
6350,372,706,21,50,CHINEO (IV Región de Coquimbo),471
6351,372,565,51,100,CHINEO (IV Región de Coquimbo),471
6352,372,482,101,200,CHINEO (IV Región de Coquimbo),471
6353,372,411,201,400,CHINEO (IV Región de Coquimbo),471
6354,372,375,401,600,CHINEO (IV Región de Coquimbo),471
6355,372,328,601,1000,CHINEO (IV Región de Coquimbo),471
6356,372,286,1001,2000,CHINEO (IV Región de Coquimbo),471
6357,372,232,2001,3500,CHINEO (IV Región de Coquimbo),471
6358,372,213,3501,5000,CHINEO (IV Región de Coquimbo),471
6359,372,174,5001,10000,CHINEO (IV Región de Coquimbo),471
6360,372,153,10001,18000,CHINEO (IV Región de Coquimbo),471
6361,373,7129,0,3,CHINGAY (IV Región de Coquimbo),472
6362,373,1699,"3,1",6,CHINGAY (IV Región de Coquimbo),472
6363,373,1337,"6,1",10,CHINGAY (IV Región de Coquimbo),472
6364,373,1100,"10,1",20,CHINGAY (IV Región de Coquimbo),472
6365,373,706,21,50,CHINGAY (IV Región de Coquimbo),472
6366,373,565,51,100,CHINGAY (IV Región de Coquimbo),472
6367,373,482,101,200,CHINGAY (IV Región de Coquimbo),472
6368,373,411,201,400,CHINGAY (IV Región de Coquimbo),472
6369,373,375,401,600,CHINGAY (IV Región de Coquimbo),472
6370,373,328,601,1000,CHINGAY (IV Región de Coquimbo),472
6371,373,286,1001,2000,CHINGAY (IV Región de Coquimbo),472
6372,373,232,2001,3500,CHINGAY (IV Región de Coquimbo),472
6373,373,213,3501,5000,CHINGAY (IV Región de Coquimbo),472
6374,373,174,5001,10000,CHINGAY (IV Región de Coquimbo),472
6375,373,153,10001,18000,CHINGAY (IV Región de Coquimbo),472
6376,374,7129,0,3,COCHIGUAS (IV Región de Coquimbo),473
6377,374,1699,"3,1",6,COCHIGUAS (IV Región de Coquimbo),473
6378,374,1337,"6,1",10,COCHIGUAS (IV Región de Coquimbo),473
6379,374,1100,"10,1",20,COCHIGUAS (IV Región de Coquimbo),473
6380,374,706,21,50,COCHIGUAS (IV Región de Coquimbo),473
6381,374,565,51,100,COCHIGUAS (IV Región de Coquimbo),473
6382,374,482,101,200,COCHIGUAS (IV Región de Coquimbo),473
6383,374,411,201,400,COCHIGUAS (IV Región de Coquimbo),473
6384,374,375,401,600,COCHIGUAS (IV Región de Coquimbo),473
6385,374,328,601,1000,COCHIGUAS (IV Región de Coquimbo),473
6386,374,286,1001,2000,COCHIGUAS (IV Región de Coquimbo),473
6387,374,232,2001,3500,COCHIGUAS (IV Región de Coquimbo),473
6388,374,213,3501,5000,COCHIGUAS (IV Región de Coquimbo),473
6389,374,174,5001,10000,COCHIGUAS (IV Región de Coquimbo),473
6390,374,153,10001,18000,COCHIGUAS (IV Región de Coquimbo),473
6391,375,7129,0,3,COGOTI (IV Región de Coquimbo),474
6392,375,1699,"3,1",6,COGOTI (IV Región de Coquimbo),474
6393,375,1337,"6,1",10,COGOTI (IV Región de Coquimbo),474
6394,375,1100,"10,1",20,COGOTI (IV Región de Coquimbo),474
6395,375,706,21,50,COGOTI (IV Región de Coquimbo),474
6396,375,565,51,100,COGOTI (IV Región de Coquimbo),474
6397,375,482,101,200,COGOTI (IV Región de Coquimbo),474
6398,375,411,201,400,COGOTI (IV Región de Coquimbo),474
6399,375,375,401,600,COGOTI (IV Región de Coquimbo),474
6400,375,328,601,1000,COGOTI (IV Región de Coquimbo),474
6401,375,286,1001,2000,COGOTI (IV Región de Coquimbo),474
6402,375,232,2001,3500,COGOTI (IV Región de Coquimbo),474
6403,375,213,3501,5000,COGOTI (IV Región de Coquimbo),474
6404,375,174,5001,10000,COGOTI (IV Región de Coquimbo),474
6405,375,153,10001,18000,COGOTI (IV Región de Coquimbo),474
6406,376,7129,0,3,COMBARBALA (IV Región de Coquimbo),475
6407,376,1699,"3,1",6,COMBARBALA (IV Región de Coquimbo),475
6408,376,1337,"6,1",10,COMBARBALA (IV Región de Coquimbo),475
6409,376,1100,"10,1",20,COMBARBALA (IV Región de Coquimbo),475
6410,376,706,21,50,COMBARBALA (IV Región de Coquimbo),475
6411,376,565,51,100,COMBARBALA (IV Región de Coquimbo),475
6412,376,482,101,200,COMBARBALA (IV Región de Coquimbo),475
6413,376,411,201,400,COMBARBALA (IV Región de Coquimbo),475
6414,376,375,401,600,COMBARBALA (IV Región de Coquimbo),475
6415,376,328,601,1000,COMBARBALA (IV Región de Coquimbo),475
6416,376,286,1001,2000,COMBARBALA (IV Región de Coquimbo),475
6417,376,232,2001,3500,COMBARBALA (IV Región de Coquimbo),475
6418,376,213,3501,5000,COMBARBALA (IV Región de Coquimbo),475
6419,376,174,5001,10000,COMBARBALA (IV Región de Coquimbo),475
6420,376,153,10001,18000,COMBARBALA (IV Región de Coquimbo),475
6421,377,7129,0,3,CONAY (IV Región de Coquimbo),476
6422,377,1699,"3,1",6,CONAY (IV Región de Coquimbo),476
6423,377,1337,"6,1",10,CONAY (IV Región de Coquimbo),476
6424,377,1100,"10,1",20,CONAY (IV Región de Coquimbo),476
6425,377,706,21,50,CONAY (IV Región de Coquimbo),476
6426,377,565,51,100,CONAY (IV Región de Coquimbo),476
6427,377,482,101,200,CONAY (IV Región de Coquimbo),476
6428,377,411,201,400,CONAY (IV Región de Coquimbo),476
6429,377,375,401,600,CONAY (IV Región de Coquimbo),476
6430,377,328,601,1000,CONAY (IV Región de Coquimbo),476
6431,377,286,1001,2000,CONAY (IV Región de Coquimbo),476
6432,377,232,2001,3500,CONAY (IV Región de Coquimbo),476
6433,377,213,3501,5000,CONAY (IV Región de Coquimbo),476
6434,377,174,5001,10000,CONAY (IV Región de Coquimbo),476
6435,377,153,10001,18000,CONAY (IV Región de Coquimbo),476
6436,378,7129,0,3,EL NEVADO (IV Región de Coquimbo),477
6437,378,1699,"3,1",6,EL NEVADO (IV Región de Coquimbo),477
6438,378,1337,"6,1",10,EL NEVADO (IV Región de Coquimbo),477
6439,378,1100,"10,1",20,EL NEVADO (IV Región de Coquimbo),477
6440,378,706,21,50,EL NEVADO (IV Región de Coquimbo),477
6441,378,565,51,100,EL NEVADO (IV Región de Coquimbo),477
6442,378,482,101,200,EL NEVADO (IV Región de Coquimbo),477
6443,378,411,201,400,EL NEVADO (IV Región de Coquimbo),477
6444,378,375,401,600,EL NEVADO (IV Región de Coquimbo),477
6445,378,328,601,1000,EL NEVADO (IV Región de Coquimbo),477
6446,378,286,1001,2000,EL NEVADO (IV Región de Coquimbo),477
6447,378,232,2001,3500,EL NEVADO (IV Región de Coquimbo),477
6448,378,213,3501,5000,EL NEVADO (IV Región de Coquimbo),477
6449,378,174,5001,10000,EL NEVADO (IV Región de Coquimbo),477
6450,378,153,10001,18000,EL NEVADO (IV Región de Coquimbo),477
6451,379,7129,0,3,EL PALQUI (IV Región de Coquimbo),478
6452,379,1699,"3,1",6,EL PALQUI (IV Región de Coquimbo),478
6453,379,1337,"6,1",10,EL PALQUI (IV Región de Coquimbo),478
6454,379,1100,"10,1",20,EL PALQUI (IV Región de Coquimbo),478
6455,379,706,21,50,EL PALQUI (IV Región de Coquimbo),478
6456,379,565,51,100,EL PALQUI (IV Región de Coquimbo),478
6457,379,482,101,200,EL PALQUI (IV Región de Coquimbo),478
6458,379,411,201,400,EL PALQUI (IV Región de Coquimbo),478
6459,379,375,401,600,EL PALQUI (IV Región de Coquimbo),478
6460,379,328,601,1000,EL PALQUI (IV Región de Coquimbo),478
6461,379,286,1001,2000,EL PALQUI (IV Región de Coquimbo),478
6462,379,232,2001,3500,EL PALQUI (IV Región de Coquimbo),478
6463,379,213,3501,5000,EL PALQUI (IV Región de Coquimbo),478
6464,379,174,5001,10000,EL PALQUI (IV Región de Coquimbo),478
6465,379,153,10001,18000,EL PALQUI (IV Región de Coquimbo),478
6466,380,7129,0,3,GUANTA (IV Región de Coquimbo),479
6467,380,1699,"3,1",6,GUANTA (IV Región de Coquimbo),479
6468,380,1337,"6,1",10,GUANTA (IV Región de Coquimbo),479
6469,380,1100,"10,1",20,GUANTA (IV Región de Coquimbo),479
6470,380,706,21,50,GUANTA (IV Región de Coquimbo),479
6471,380,565,51,100,GUANTA (IV Región de Coquimbo),479
6472,380,482,101,200,GUANTA (IV Región de Coquimbo),479
6473,380,411,201,400,GUANTA (IV Región de Coquimbo),479
6474,380,375,401,600,GUANTA (IV Región de Coquimbo),479
6475,380,328,601,1000,GUANTA (IV Región de Coquimbo),479
6476,380,286,1001,2000,GUANTA (IV Región de Coquimbo),479
6477,380,232,2001,3500,GUANTA (IV Región de Coquimbo),479
6478,380,213,3501,5000,GUANTA (IV Región de Coquimbo),479
6479,380,174,5001,10000,GUANTA (IV Región de Coquimbo),479
6480,380,153,10001,18000,GUANTA (IV Región de Coquimbo),479
6481,381,7129,0,3,GUATULAME (IV Región de Coquimbo),480
6482,381,1699,"3,1",6,GUATULAME (IV Región de Coquimbo),480
6483,381,1337,"6,1",10,GUATULAME (IV Región de Coquimbo),480
6484,381,1100,"10,1",20,GUATULAME (IV Región de Coquimbo),480
6485,381,706,21,50,GUATULAME (IV Región de Coquimbo),480
6486,381,565,51,100,GUATULAME (IV Región de Coquimbo),480
6487,381,482,101,200,GUATULAME (IV Región de Coquimbo),480
6488,381,411,201,400,GUATULAME (IV Región de Coquimbo),480
6489,381,375,401,600,GUATULAME (IV Región de Coquimbo),480
6490,381,328,601,1000,GUATULAME (IV Región de Coquimbo),480
6491,381,286,1001,2000,GUATULAME (IV Región de Coquimbo),480
6492,381,232,2001,3500,GUATULAME (IV Región de Coquimbo),480
