"zone","continent","country","state","postcode","class","weight","price","quantity","volume","cost","comment","active"
,,,"CL:1239",,,"21-50",,,,"579",,1
,,,"CL:1239",,,"51-100",,,,"490",,1
,,,"CL:1239",,,"101-200",,,,"420",,1
,,,"CL:1239",,,"201-400",,,,"383",,1
,,,"CL:1239",,,"401-600",,,,"359",,1
,,,"CL:1239",,,"601-1000",,,,"325",,1
,,,"CL:1239",,,"1001-2000",,,,"296",,1
,,,"CL:1239",,,"2001-3500",,,,"260",,1
,,,"CL:1239",,,"3501-5000",,,,"246",,1
,,,"CL:1239",,,"5001-10000",,,,"218",,1
,,,"CL:1239",,,"10001-18000",,,,"207",,1
"PETROHUE (X Región de Los Lagos)",,,"CL:1240",,,"0-3",,,,"5253",,1
,,,"CL:1240",,,"3.1-6",,,,"1225",,1
,,,"CL:1240",,,"6.1-10",,,,"990",,1
,,,"CL:1240",,,"10.1-20",,,,"850",,1
,,,"CL:1240",,,"21-50",,,,"579",,1
,,,"CL:1240",,,"51-100",,,,"490",,1
,,,"CL:1240",,,"101-200",,,,"420",,1
,,,"CL:1240",,,"201-400",,,,"383",,1
,,,"CL:1240",,,"401-600",,,,"359",,1
,,,"CL:1240",,,"601-1000",,,,"325",,1
,,,"CL:1240",,,"1001-2000",,,,"296",,1
,,,"CL:1240",,,"2001-3500",,,,"260",,1
,,,"CL:1240",,,"3501-5000",,,,"246",,1
,,,"CL:1240",,,"5001-10000",,,,"218",,1
,,,"CL:1240",,,"10001-18000",,,,"207",,1
"QUELLON (X Región de Los Lagos)",,,"CL:1241",,,"0-3",,,,"5253",,1
,,,"CL:1241",,,"3.1-6",,,,"1225",,1
,,,"CL:1241",,,"6.1-10",,,,"990",,1
,,,"CL:1241",,,"10.1-20",,,,"850",,1
,,,"CL:1241",,,"21-50",,,,"579",,1
,,,"CL:1241",,,"51-100",,,,"490",,1
,,,"CL:1241",,,"101-200",,,,"420",,1
,,,"CL:1241",,,"201-400",,,,"383",,1
,,,"CL:1241",,,"401-600",,,,"359",,1
,,,"CL:1241",,,"601-1000",,,,"325",,1
,,,"CL:1241",,,"1001-2000",,,,"296",,1
,,,"CL:1241",,,"2001-3500",,,,"260",,1
,,,"CL:1241",,,"3501-5000",,,,"246",,1
,,,"CL:1241",,,"5001-10000",,,,"218",,1
,,,"CL:1241",,,"10001-18000",,,,"207",,1
"QUEMCHI (X Región de Los Lagos)",,,"CL:1242",,,"0-3",,,,"5253",,1
,,,"CL:1242",,,"3.1-6",,,,"1225",,1
,,,"CL:1242",,,"6.1-10",,,,"990",,1
,,,"CL:1242",,,"10.1-20",,,,"850",,1
,,,"CL:1242",,,"21-50",,,,"579",,1
,,,"CL:1242",,,"51-100",,,,"490",,1
,,,"CL:1242",,,"101-200",,,,"420",,1
,,,"CL:1242",,,"201-400",,,,"383",,1
,,,"CL:1242",,,"401-600",,,,"359",,1
,,,"CL:1242",,,"601-1000",,,,"325",,1
,,,"CL:1242",,,"1001-2000",,,,"296",,1
,,,"CL:1242",,,"2001-3500",,,,"260",,1
,,,"CL:1242",,,"3501-5000",,,,"246",,1
,,,"CL:1242",,,"5001-10000",,,,"218",,1
,,,"CL:1242",,,"10001-18000",,,,"207",,1
"RANCHO QUELLON (X Región de Los Lagos)",,,"CL:1243",,,"0-3",,,,"5253",,1
,,,"CL:1243",,,"3.1-6",,,,"1225",,1
,,,"CL:1243",,,"6.1-10",,,,"990",,1
,,,"CL:1243",,,"10.1-20",,,,"850",,1
,,,"CL:1243",,,"21-50",,,,"579",,1
,,,"CL:1243",,,"51-100",,,,"490",,1
,,,"CL:1243",,,"101-200",,,,"420",,1
,,,"CL:1243",,,"201-400",,,,"383",,1
,,,"CL:1243",,,"401-600",,,,"359",,1
,,,"CL:1243",,,"601-1000",,,,"325",,1
,,,"CL:1243",,,"1001-2000",,,,"296",,1
,,,"CL:1243",,,"2001-3500",,,,"260",,1
,,,"CL:1243",,,"3501-5000",,,,"246",,1
,,,"CL:1243",,,"5001-10000",,,,"218",,1
,,,"CL:1243",,,"10001-18000",,,,"207",,1
"RIO FRIO (X Región de Los Lagos)",,,"CL:1244",,,"0-3",,,,"5253",,1
,,,"CL:1244",,,"3.1-6",,,,"1225",,1
,,,"CL:1244",,,"6.1-10",,,,"990",,1
,,,"CL:1244",,,"10.1-20",,,,"850",,1
,,,"CL:1244",,,"21-50",,,,"579",,1
,,,"CL:1244",,,"51-100",,,,"490",,1
,,,"CL:1244",,,"101-200",,,,"420",,1
,,,"CL:1244",,,"201-400",,,,"383",,1
,,,"CL:1244",,,"401-600",,,,"359",,1
,,,"CL:1244",,,"601-1000",,,,"325",,1
,,,"CL:1244",,,"1001-2000",,,,"296",,1
,,,"CL:1244",,,"2001-3500",,,,"260",,1
,,,"CL:1244",,,"3501-5000",,,,"246",,1
,,,"CL:1244",,,"5001-10000",,,,"218",,1
,,,"CL:1244",,,"10001-18000",,,,"207",,1
"ACHAO (X Región de Los Lagos)",,,"CL:1245",,,"0-3",,,,"7515",,1
,,,"CL:1245",,,"3.1-6",,,,"1786",,1
,,,"CL:1245",,,"6.1-10",,,,"1412",,1
,,,"CL:1245",,,"10.1-20",,,,"1157",,1
,,,"CL:1245",,,"21-50",,,,"746",,1
,,,"CL:1245",,,"51-100",,,,"635",,1
,,,"CL:1245",,,"101-200",,,,"533",,1
,,,"CL:1245",,,"201-400",,,,"482",,1
,,,"CL:1245",,,"401-600",,,,"446",,1
,,,"CL:1245",,,"601-1000",,,,"398",,1
,,,"CL:1245",,,"1001-2000",,,,"357",,1
,,,"CL:1245",,,"2001-3500",,,,"305",,1
,,,"CL:1245",,,"3501-5000",,,,"286",,1
,,,"CL:1245",,,"5001-10000",,,,"245",,1
,,,"CL:1245",,,"10001-18000",,,,"226",,1
"AGUAS BUENAS (X Región de Los Lagos)",,,"CL:1246",,,"0-3",,,,"7515",,1
,,,"CL:1246",,,"3.1-6",,,,"1786",,1
,,,"CL:1246",,,"6.1-10",,,,"1412",,1
,,,"CL:1246",,,"10.1-20",,,,"1157",,1
,,,"CL:1246",,,"21-50",,,,"746",,1
,,,"CL:1246",,,"51-100",,,,"635",,1
,,,"CL:1246",,,"101-200",,,,"533",,1
,,,"CL:1246",,,"201-400",,,,"482",,1
,,,"CL:1246",,,"401-600",,,,"446",,1
,,,"CL:1246",,,"601-1000",,,,"398",,1
,,,"CL:1246",,,"1001-2000",,,,"357",,1
,,,"CL:1246",,,"2001-3500",,,,"305",,1
,,,"CL:1246",,,"3501-5000",,,,"286",,1
,,,"CL:1246",,,"5001-10000",,,,"245",,1
,,,"CL:1246",,,"10001-18000",,,,"226",,1
"AHONI (X Región de Los Lagos)",,,"CL:1247",,,"0-3",,,,"7515",,1
,,,"CL:1247",,,"3.1-6",,,,"1786",,1
,,,"CL:1247",,,"6.1-10",,,,"1412",,1
,,,"CL:1247",,,"10.1-20",,,,"1157",,1
,,,"CL:1247",,,"21-50",,,,"746",,1
,,,"CL:1247",,,"51-100",,,,"635",,1
,,,"CL:1247",,,"101-200",,,,"533",,1
,,,"CL:1247",,,"201-400",,,,"482",,1
,,,"CL:1247",,,"401-600",,,,"446",,1
,,,"CL:1247",,,"601-1000",,,,"398",,1
,,,"CL:1247",,,"1001-2000",,,,"357",,1
,,,"CL:1247",,,"2001-3500",,,,"305",,1
,,,"CL:1247",,,"3501-5000",,,,"286",,1
,,,"CL:1247",,,"5001-10000",,,,"245",,1
,,,"CL:1247",,,"10001-18000",,,,"226",,1
"AITUI (X Región de Los Lagos)",,,"CL:1248",,,"0-3",,,,"7515",,1
,,,"CL:1248",,,"3.1-6",,,,"1786",,1
,,,"CL:1248",,,"6.1-10",,,,"1412",,1
,,,"CL:1248",,,"10.1-20",,,,"1157",,1
,,,"CL:1248",,,"21-50",,,,"746",,1
,,,"CL:1248",,,"51-100",,,,"635",,1
,,,"CL:1248",,,"101-200",,,,"533",,1
,,,"CL:1248",,,"201-400",,,,"482",,1
,,,"CL:1248",,,"401-600",,,,"446",,1
,,,"CL:1248",,,"601-1000",,,,"398",,1
,,,"CL:1248",,,"1001-2000",,,,"357",,1
,,,"CL:1248",,,"2001-3500",,,,"305",,1
,,,"CL:1248",,,"3501-5000",,,,"286",,1
,,,"CL:1248",,,"5001-10000",,,,"245",,1
,,,"CL:1248",,,"10001-18000",,,,"226",,1
"ALDACHILDO (X Región de Los Lagos)",,,"CL:1249",,,"0-3",,,,"7515",,1
,,,"CL:1249",,,"3.1-6",,,,"1786",,1
,,,"CL:1249",,,"6.1-10",,,,"1412",,1
,,,"CL:1249",,,"10.1-20",,,,"1157",,1
,,,"CL:1249",,,"21-50",,,,"746",,1
,,,"CL:1249",,,"51-100",,,,"635",,1
,,,"CL:1249",,,"101-200",,,,"533",,1
,,,"CL:1249",,,"201-400",,,,"482",,1
,,,"CL:1249",,,"401-600",,,,"446",,1
,,,"CL:1249",,,"601-1000",,,,"398",,1
,,,"CL:1249",,,"1001-2000",,,,"357",,1
,,,"CL:1249",,,"2001-3500",,,,"305",,1
,,,"CL:1249",,,"3501-5000",,,,"286",,1
,,,"CL:1249",,,"5001-10000",,,,"245",,1
,,,"CL:1249",,,"10001-18000",,,,"226",,1
"ALTO BUTALCURA (X Región de Los Lagos)",,,"CL:1250",,,"0-3",,,,"7515",,1
,,,"CL:1250",,,"3.1-6",,,,"1786",,1
,,,"CL:1250",,,"6.1-10",,,,"1412",,1
,,,"CL:1250",,,"10.1-20",,,,"1157",,1
,,,"CL:1250",,,"21-50",,,,"746",,1
,,,"CL:1250",,,"51-100",,,,"635",,1
,,,"CL:1250",,,"101-200",,,,"533",,1
,,,"CL:1250",,,"201-400",,,,"482",,1
,,,"CL:1250",,,"401-600",,,,"446",,1
,,,"CL:1250",,,"601-1000",,,,"398",,1
,,,"CL:1250",,,"1001-2000",,,,"357",,1
,,,"CL:1250",,,"2001-3500",,,,"305",,1
,,,"CL:1250",,,"3501-5000",,,,"286",,1
,,,"CL:1250",,,"5001-10000",,,,"245",,1
,,,"CL:1250",,,"10001-18000",,,,"226",,1
"APIAO (X Región de Los Lagos)",,,"CL:1251",,,"0-3",,,,"7515",,1
,,,"CL:1251",,,"3.1-6",,,,"1786",,1
,,,"CL:1251",,,"6.1-10",,,,"1412",,1
,,,"CL:1251",,,"10.1-20",,,,"1157",,1
,,,"CL:1251",,,"21-50",,,,"746",,1
,,,"CL:1251",,,"51-100",,,,"635",,1
,,,"CL:1251",,,"101-200",,,,"533",,1
,,,"CL:1251",,,"201-400",,,,"482",,1
,,,"CL:1251",,,"401-600",,,,"446",,1
,,,"CL:1251",,,"601-1000",,,,"398",,1
,,,"CL:1251",,,"1001-2000",,,,"357",,1
,,,"CL:1251",,,"2001-3500",,,,"305",,1
,,,"CL:1251",,,"3501-5000",,,,"286",,1
,,,"CL:1251",,,"5001-10000",,,,"245",,1
,,,"CL:1251",,,"10001-18000",,,,"226",,1
"AUCAR (X Región de Los Lagos)",,,"CL:1252",,,"0-3",,,,"7515",,1
,,,"CL:1252",,,"3.1-6",,,,"1786",,1
,,,"CL:1252",,,"6.1-10",,,,"1412",,1
,,,"CL:1252",,,"10.1-20",,,,"1157",,1
,,,"CL:1252",,,"21-50",,,,"746",,1
,,,"CL:1252",,,"51-100",,,,"635",,1
,,,"CL:1252",,,"101-200",,,,"533",,1
,,,"CL:1252",,,"201-400",,,,"482",,1
,,,"CL:1252",,,"401-600",,,,"446",,1
,,,"CL:1252",,,"601-1000",,,,"398",,1
,,,"CL:1252",,,"1001-2000",,,,"357",,1
,,,"CL:1252",,,"2001-3500",,,,"305",,1
,,,"CL:1252",,,"3501-5000",,,,"286",,1
,,,"CL:1252",,,"5001-10000",,,,"245",,1
,,,"CL:1252",,,"10001-18000",,,,"226",,1
"AULEN (X Región de Los Lagos)",,,"CL:1253",,,"0-3",,,,"7515",,1
,,,"CL:1253",,,"3.1-6",,,,"1786",,1
,,,"CL:1253",,,"6.1-10",,,,"1412",,1
,,,"CL:1253",,,"10.1-20",,,,"1157",,1
,,,"CL:1253",,,"21-50",,,,"746",,1
,,,"CL:1253",,,"51-100",,,,"635",,1
,,,"CL:1253",,,"101-200",,,,"533",,1
,,,"CL:1253",,,"201-400",,,,"482",,1
,,,"CL:1253",,,"401-600",,,,"446",,1
,,,"CL:1253",,,"601-1000",,,,"398",,1
,,,"CL:1253",,,"1001-2000",,,,"357",,1
,,,"CL:1253",,,"2001-3500",,,,"305",,1
,,,"CL:1253",,,"3501-5000",,,,"286",,1
,,,"CL:1253",,,"5001-10000",,,,"245",,1
,,,"CL:1253",,,"10001-18000",,,,"226",,1
"AYACARA (X Región de Los Lagos)",,,"CL:1254",,,"0-3",,,,"7515",,1
,,,"CL:1254",,,"3.1-6",,,,"1786",,1
,,,"CL:1254",,,"6.1-10",,,,"1412",,1
,,,"CL:1254",,,"10.1-20",,,,"1157",,1
,,,"CL:1254",,,"21-50",,,,"746",,1
,,,"CL:1254",,,"51-100",,,,"635",,1
,,,"CL:1254",,,"101-200",,,,"533",,1
,,,"CL:1254",,,"201-400",,,,"482",,1
,,,"CL:1254",,,"401-600",,,,"446",,1
,,,"CL:1254",,,"601-1000",,,,"398",,1
,,,"CL:1254",,,"1001-2000",,,,"357",,1
,,,"CL:1254",,,"2001-3500",,,,"305",,1
,,,"CL:1254",,,"3501-5000",,,,"286",,1
,,,"CL:1254",,,"5001-10000",,,,"245",,1
,,,"CL:1254",,,"10001-18000",,,,"226",,1
"BANOS DE SOTOMO (X Región de Los Lagos)",,,"CL:1255",,,"0-3",,,,"7515",,1
,,,"CL:1255",,,"3.1-6",,,,"1786",,1
,,,"CL:1255",,,"6.1-10",,,,"1412",,1
,,,"CL:1255",,,"10.1-20",,,,"1157",,1
,,,"CL:1255",,,"21-50",,,,"746",,1
,,,"CL:1255",,,"51-100",,,,"635",,1
,,,"CL:1255",,,"101-200",,,,"533",,1
,,,"CL:1255",,,"201-400",,,,"482",,1
,,,"CL:1255",,,"401-600",,,,"446",,1
,,,"CL:1255",,,"601-1000",,,,"398",,1
,,,"CL:1255",,,"1001-2000",,,,"357",,1
,,,"CL:1255",,,"2001-3500",,,,"305",,1
,,,"CL:1255",,,"3501-5000",,,,"286",,1
,,,"CL:1255",,,"5001-10000",,,,"245",,1
,,,"CL:1255",,,"10001-18000",,,,"226",,1
"BELBEN (X Región de Los Lagos)",,,"CL:1256",,,"0-3",,,,"7515",,1
,,,"CL:1256",,,"3.1-6",,,,"1786",,1
,,,"CL:1256",,,"6.1-10",,,,"1412",,1
,,,"CL:1256",,,"10.1-20",,,,"1157",,1
,,,"CL:1256",,,"21-50",,,,"746",,1
,,,"CL:1256",,,"51-100",,,,"635",,1
,,,"CL:1256",,,"101-200",,,,"533",,1
,,,"CL:1256",,,"201-400",,,,"482",,1
,,,"CL:1256",,,"401-600",,,,"446",,1
,,,"CL:1256",,,"601-1000",,,,"398",,1
,,,"CL:1256",,,"1001-2000",,,,"357",,1
,,,"CL:1256",,,"2001-3500",,,,"305",,1
,,,"CL:1256",,,"3501-5000",,,,"286",,1
,,,"CL:1256",,,"5001-10000",,,,"245",,1
,,,"CL:1256",,,"10001-18000",,,,"226",,1
"BUILL (X Región de Los Lagos)",,,"CL:1257",,,"0-3",,,,"7515",,1
,,,"CL:1257",,,"3.1-6",,,,"1786",,1
,,,"CL:1257",,,"6.1-10",,,,"1412",,1
,,,"CL:1257",,,"10.1-20",,,,"1157",,1
,,,"CL:1257",,,"21-50",,,,"746",,1
,,,"CL:1257",,,"51-100",,,,"635",,1
,,,"CL:1257",,,"101-200",,,,"533",,1
,,,"CL:1257",,,"201-400",,,,"482",,1
,,,"CL:1257",,,"401-600",,,,"446",,1
,,,"CL:1257",,,"601-1000",,,,"398",,1
,,,"CL:1257",,,"1001-2000",,,,"357",,1
,,,"CL:1257",,,"2001-3500",,,,"305",,1
,,,"CL:1257",,,"3501-5000",,,,"286",,1
,,,"CL:1257",,,"5001-10000",,,,"245",,1
,,,"CL:1257",,,"10001-18000",,,,"226",,1
"CALETA GONZALO (X Región de Los Lagos)",,,"CL:1258",,,"0-3",,,,"7515",,1
,,,"CL:1258",,,"3.1-6",,,,"1786",,1
,,,"CL:1258",,,"6.1-10",,,,"1412",,1
,,,"CL:1258",,,"10.1-20",,,,"1157",,1
,,,"CL:1258",,,"21-50",,,,"746",,1
,,,"CL:1258",,,"51-100",,,,"635",,1
,,,"CL:1258",,,"101-200",,,,"533",,1
,,,"CL:1258",,,"201-400",,,,"482",,1
,,,"CL:1258",,,"401-600",,,,"446",,1
,,,"CL:1258",,,"601-1000",,,,"398",,1
,,,"CL:1258",,,"1001-2000",,,,"357",,1
,,,"CL:1258",,,"2001-3500",,,,"305",,1
,,,"CL:1258",,,"3501-5000",,,,"286",,1
,,,"CL:1258",,,"5001-10000",,,,"245",,1
,,,"CL:1258",,,"10001-18000",,,,"226",,1
"CALETA HUALAIHUE (X Región de Los Lagos)",,,"CL:1259",,,"0-3",,,,"7515",,1
,,,"CL:1259",,,"3.1-6",,,,"1786",,1
,,,"CL:1259",,,"6.1-10",,,,"1412",,1
,,,"CL:1259",,,"10.1-20",,,,"1157",,1
,,,"CL:1259",,,"21-50",,,,"746",,1
,,,"CL:1259",,,"51-100",,,,"635",,1
,,,"CL:1259",,,"101-200",,,,"533",,1
,,,"CL:1259",,,"201-400",,,,"482",,1
,,,"CL:1259",,,"401-600",,,,"446",,1
,,,"CL:1259",,,"601-1000",,,,"398",,1
,,,"CL:1259",,,"1001-2000",,,,"357",,1
,,,"CL:1259",,,"2001-3500",,,,"305",,1
,,,"CL:1259",,,"3501-5000",,,,"286",,1
,,,"CL:1259",,,"5001-10000",,,,"245",,1
,,,"CL:1259",,,"10001-18000",,,,"226",,1
"CALETA SANTA BARBARA (X Región de Los Lagos)",,,"CL:1260",,,"0-3",,,,"7515",,1
,,,"CL:1260",,,"3.1-6",,,,"1786",,1
,,,"CL:1260",,,"6.1-10",,,,"1412",,1
,,,"CL:1260",,,"10.1-20",,,,"1157",,1
,,,"CL:1260",,,"21-50",,,,"746",,1
,,,"CL:1260",,,"51-100",,,,"635",,1
,,,"CL:1260",,,"101-200",,,,"533",,1
,,,"CL:1260",,,"201-400",,,,"482",,1
,,,"CL:1260",,,"401-600",,,,"446",,1
,,,"CL:1260",,,"601-1000",,,,"398",,1
,,,"CL:1260",,,"1001-2000",,,,"357",,1
,,,"CL:1260",,,"2001-3500",,,,"305",,1
,,,"CL:1260",,,"3501-5000",,,,"286",,1
,,,"CL:1260",,,"5001-10000",,,,"245",,1
,,,"CL:1260",,,"10001-18000",,,,"226",,1
"CANUTILLAR (X Región de Los Lagos)",,,"CL:1261",,,"0-3",,,,"7515",,1
,,,"CL:1261",,,"3.1-6",,,,"1786",,1
,,,"CL:1261",,,"6.1-10",,,,"1412",,1
,,,"CL:1261",,,"10.1-20",,,,"1157",,1
,,,"CL:1261",,,"21-50",,,,"746",,1
,,,"CL:1261",,,"51-100",,,,"635",,1
,,,"CL:1261",,,"101-200",,,,"533",,1
,,,"CL:1261",,,"201-400",,,,"482",,1
,,,"CL:1261",,,"401-600",,,,"446",,1
,,,"CL:1261",,,"601-1000",,,,"398",,1
,,,"CL:1261",,,"1001-2000",,,,"357",,1
,,,"CL:1261",,,"2001-3500",,,,"305",,1
,,,"CL:1261",,,"3501-5000",,,,"286",,1
,,,"CL:1261",,,"5001-10000",,,,"245",,1
,,,"CL:1261",,,"10001-18000",,,,"226",,1
"CHADMO CENTRAL (X Región de Los Lagos)",,,"CL:1262",,,"0-3",,,,"7515",,1
,,,"CL:1262",,,"3.1-6",,,,"1786",,1
,,,"CL:1262",,,"6.1-10",,,,"1412",,1
,,,"CL:1262",,,"10.1-20",,,,"1157",,1
,,,"CL:1262",,,"21-50",,,,"746",,1
,,,"CL:1262",,,"51-100",,,,"635",,1
,,,"CL:1262",,,"101-200",,,,"533",,1
,,,"CL:1262",,,"201-400",,,,"482",,1
,,,"CL:1262",,,"401-600",,,,"446",,1
,,,"CL:1262",,,"601-1000",,,,"398",,1
,,,"CL:1262",,,"1001-2000",,,,"357",,1
,,,"CL:1262",,,"2001-3500",,,,"305",,1
,,,"CL:1262",,,"3501-5000",,,,"286",,1
,,,"CL:1262",,,"5001-10000",,,,"245",,1
,,,"CL:1262",,,"10001-18000",,,,"226",,1
"CHAITEN (X Región de Los Lagos)",,,"CL:1263",,,"0-3",,,,"7515",,1
,,,"CL:1263",,,"3.1-6",,,,"1786",,1
,,,"CL:1263",,,"6.1-10",,,,"1412",,1
,,,"CL:1263",,,"10.1-20",,,,"1157",,1
,,,"CL:1263",,,"21-50",,,,"746",,1
,,,"CL:1263",,,"51-100",,,,"635",,1
,,,"CL:1263",,,"101-200",,,,"533",,1
,,,"CL:1263",,,"201-400",,,,"482",,1
,,,"CL:1263",,,"401-600",,,,"446",,1
,,,"CL:1263",,,"601-1000",,,,"398",,1
,,,"CL:1263",,,"1001-2000",,,,"357",,1
,,,"CL:1263",,,"2001-3500",,,,"305",,1
,,,"CL:1263",,,"3501-5000",,,,"286",,1
,,,"CL:1263",,,"5001-10000",,,,"245",,1
,,,"CL:1263",,,"10001-18000",,,,"226",,1
"CHAPARANO (X Región de Los Lagos)",,,"CL:1264",,,"0-3",,,,"7515",,1
,,,"CL:1264",,,"3.1-6",,,,"1786",,1
,,,"CL:1264",,,"6.1-10",,,,"1412",,1
,,,"CL:1264",,,"10.1-20",,,,"1157",,1
,,,"CL:1264",,,"21-50",,,,"746",,1
,,,"CL:1264",,,"51-100",,,,"635",,1
,,,"CL:1264",,,"101-200",,,,"533",,1
,,,"CL:1264",,,"201-400",,,,"482",,1
,,,"CL:1264",,,"401-600",,,,"446",,1
,,,"CL:1264",,,"601-1000",,,,"398",,1
,,,"CL:1264",,,"1001-2000",,,,"357",,1
,,,"CL:1264",,,"2001-3500",,,,"305",,1
,,,"CL:1264",,,"3501-5000",,,,"286",,1
,,,"CL:1264",,,"5001-10000",,,,"245",,1
,,,"CL:1264",,,"10001-18000",,,,"226",,1
"CHAULINEC (X Región de Los Lagos)",,,"CL:1265",,,"0-3",,,,"7515",,1
,,,"CL:1265",,,"3.1-6",,,,"1786",,1
,,,"CL:1265",,,"6.1-10",,,,"1412",,1
,,,"CL:1265",,,"10.1-20",,,,"1157",,1
,,,"CL:1265",,,"21-50",,,,"746",,1
,,,"CL:1265",,,"51-100",,,,"635",,1
,,,"CL:1265",,,"101-200",,,,"533",,1
,,,"CL:1265",,,"201-400",,,,"482",,1
,,,"CL:1265",,,"401-600",,,,"446",,1
,,,"CL:1265",,,"601-1000",,,,"398",,1
,,,"CL:1265",,,"1001-2000",,,,"357",,1
,,,"CL:1265",,,"2001-3500",,,,"305",,1
,,,"CL:1265",,,"3501-5000",,,,"286",,1
,,,"CL:1265",,,"5001-10000",,,,"245",,1
,,,"CL:1265",,,"10001-18000",,,,"226",,1
"CHOLGO (X Región de Los Lagos)",,,"CL:1266",,,"0-3",,,,"7515",,1
,,,"CL:1266",,,"3.1-6",,,,"1786",,1
,,,"CL:1266",,,"6.1-10",,,,"1412",,1
,,,"CL:1266",,,"10.1-20",,,,"1157",,1
,,,"CL:1266",,,"21-50",,,,"746",,1
,,,"CL:1266",,,"51-100",,,,"635",,1
,,,"CL:1266",,,"101-200",,,,"533",,1
,,,"CL:1266",,,"201-400",,,,"482",,1
,,,"CL:1266",,,"401-600",,,,"446",,1
,,,"CL:1266",,,"601-1000",,,,"398",,1
,,,"CL:1266",,,"1001-2000",,,,"357",,1
,,,"CL:1266",,,"2001-3500",,,,"305",,1
,,,"CL:1266",,,"3501-5000",,,,"286",,1
,,,"CL:1266",,,"5001-10000",,,,"245",,1
,,,"CL:1266",,,"10001-18000",,,,"226",,1
"CHONCHI (X Región de Los Lagos)",,,"CL:1267",,,"0-3",,,,"7515",,1
,,,"CL:1267",,,"3.1-6",,,,"1786",,1
,,,"CL:1267",,,"6.1-10",,,,"1412",,1
,,,"CL:1267",,,"10.1-20",,,,"1157",,1
,,,"CL:1267",,,"21-50",,,,"746",,1
,,,"CL:1267",,,"51-100",,,,"635",,1
,,,"CL:1267",,,"101-200",,,,"533",,1
,,,"CL:1267",,,"201-400",,,,"482",,1
,,,"CL:1267",,,"401-600",,,,"446",,1
,,,"CL:1267",,,"601-1000",,,,"398",,1
,,,"CL:1267",,,"1001-2000",,,,"357",,1
,,,"CL:1267",,,"2001-3500",,,,"305",,1
,,,"CL:1267",,,"3501-5000",,,,"286",,1
,,,"CL:1267",,,"5001-10000",,,,"245",,1
,,,"CL:1267",,,"10001-18000",,,,"226",,1
"COCHAMO (X Región de Los Lagos)",,,"CL:1268",,,"0-3",,,,"7515",,1
,,,"CL:1268",,,"3.1-6",,,,"1786",,1
,,,"CL:1268",,,"6.1-10",,,,"1412",,1
,,,"CL:1268",,,"10.1-20",,,,"1157",,1
,,,"CL:1268",,,"21-50",,,,"746",,1
,,,"CL:1268",,,"51-100",,,,"635",,1
,,,"CL:1268",,,"101-200",,,,"533",,1
,,,"CL:1268",,,"201-400",,,,"482",,1
,,,"CL:1268",,,"401-600",,,,"446",,1
,,,"CL:1268",,,"601-1000",,,,"398",,1
,,,"CL:1268",,,"1001-2000",,,,"357",,1
,,,"CL:1268",,,"2001-3500",,,,"305",,1
,,,"CL:1268",,,"3501-5000",,,,"286",,1
,,,"CL:1268",,,"5001-10000",,,,"245",,1
,,,"CL:1268",,,"10001-18000",,,,"226",,1
"COINCO (X Región de Los Lagos)",,,"CL:1269",,,"0-3",,,,"7515",,1
,,,"CL:1269",,,"3.1-6",,,,"1786",,1
,,,"CL:1269",,,"6.1-10",,,,"1412",,1
,,,"CL:1269",,,"10.1-20",,,,"1157",,1
,,,"CL:1269",,,"21-50",,,,"746",,1
,,,"CL:1269",,,"51-100",,,,"635",,1
,,,"CL:1269",,,"101-200",,,,"533",,1
,,,"CL:1269",,,"201-400",,,,"482",,1
,,,"CL:1269",,,"401-600",,,,"446",,1
,,,"CL:1269",,,"601-1000",,,,"398",,1
,,,"CL:1269",,,"1001-2000",,,,"357",,1
,,,"CL:1269",,,"2001-3500",,,,"305",,1
,,,"CL:1269",,,"3501-5000",,,,"286",,1
,,,"CL:1269",,,"5001-10000",,,,"245",,1
,,,"CL:1269",,,"10001-18000",,,,"226",,1
"CONTAO (X Región de Los Lagos)",,,"CL:1270",,,"0-3",,,,"7515",,1
,,,"CL:1270",,,"3.1-6",,,,"1786",,1
,,,"CL:1270",,,"6.1-10",,,,"1412",,1
,,,"CL:1270",,,"10.1-20",,,,"1157",,1
,,,"CL:1270",,,"21-50",,,,"746",,1
,,,"CL:1270",,,"51-100",,,,"635",,1
,,,"CL:1270",,,"101-200",,,,"533",,1
,,,"CL:1270",,,"201-400",,,,"482",,1
,,,"CL:1270",,,"401-600",,,,"446",,1
,,,"CL:1270",,,"601-1000",,,,"398",,1
,,,"CL:1270",,,"1001-2000",,,,"357",,1
,,,"CL:1270",,,"2001-3500",,,,"305",,1
,,,"CL:1270",,,"3501-5000",,,,"286",,1
,,,"CL:1270",,,"5001-10000",,,,"245",,1
,,,"CL:1270",,,"10001-18000",,,,"226",,1
"CONTAY (X Región de Los Lagos)",,,"CL:1271",,,"0-3",,,,"7515",,1
,,,"CL:1271",,,"3.1-6",,,,"1786",,1
,,,"CL:1271",,,"6.1-10",,,,"1412",,1
,,,"CL:1271",,,"10.1-20",,,,"1157",,1
,,,"CL:1271",,,"21-50",,,,"746",,1
,,,"CL:1271",,,"51-100",,,,"635",,1
,,,"CL:1271",,,"101-200",,,,"533",,1
,,,"CL:1271",,,"201-400",,,,"482",,1
,,,"CL:1271",,,"401-600",,,,"446",,1
,,,"CL:1271",,,"601-1000",,,,"398",,1
